Quantity,Last purchase (days),Transactions Amount,Number of Transactions
1844,12,3190.550000000001,117
287,72,659.41,25
197,55,286.78999999999996,57
642,51,1070.65,70
725,153,1689.4599999999998,17
932,71,1521.7600000000002,208
7258,26,16945.71000000001,399
1152,60,2771.869999999999,143
1476,180,2631.700000000001,120
546,182,1132.13,177
192,82,344.99999999999994,22
12804,10,25748.349999999984,219
70,104,178.7,9
318,171,360.01,57
30,281,127.84000000000002,17
371,13,911.9999999999992,115
2493,10,2462.7899999999995,31
136,516,230.4,7
337,76,309.04,31
748,212,348.79999999999995,45
828,44,1047.68,17
92,244,195.54999999999995,13
23514,1,36351.41999999996,439
402,117,688.8600000000002,39
331,283,558.3199999999997,33
168,244,324.79999999999995,23
2281,139,3906.2700000000013,66
121,256,277.07000000000005,17
1498,79,2635.7900000000004,137
1900,53,924.5999999999999,13
56,153,256.38,10
36,516,112.6,7
782,47,1747.66,76
29,161,155.05,12
311,29,899.5099999999998,36
67,95,591.75,14
333,43,538.9999999999999,36
550,31,1353.4099999999996,71
862,57,1562.1200000000001,58
2557,23,4014.9099999999985,177
260,24,555.04,33
211,59,382.9799999999999,24
1109,38,1140.35,36
153,145,385.64,59
611,41,632.0000000000001,96
439,19,957.6600000000001,40
768,6,1698.9399999999998,46
80,177,174.65,12
141,58,412.0499999999998,93
311,23,209.49000000000004,15
-12,360,-102.0,1
745,17,2202.99,74
25,18,40.949999999999996,4
118,278,384.7999999999999,29
442,26,834.57,55
183,5,271.24000000000007,19
263,118,691.7299999999999,174
100,340,85.0,1
1768,0,3385.619999999999,206
196,12,361.62,20
182,183,312.98,9
383,25,847.6100000000004,58
3700,123,1255.0,5
1016,52,1537.95,101
941,0,1586.8099999999995,94
1705,215,2651.46,81
304,58,1056.94,24
2278,1,8025.0199999999995,114
484,95,363.4,17
75,58,216.16999999999996,11
129,327,201.16,28
589,15,1240.0000000000005,77
1682,19,2187.3100000000013,142
219,128,299.56,22
204,0,501.56,30
57,75,145.67,7
513,75,1015.2900000000002,61
1964,301,3192.54,33
1721,124,3104.9500000000035,307
1320,41,2751.250000000001,118
2801,23,6389.800000000004,338
138,2,381.70000000000005,24
180,358,540.45,18
1316,38,1786.7900000000004,104
36,153,122.69999999999999,7
108,87,117.24000000000001,3
475,55,1281.53,36
1842,22,3219.7700000000004,165
10062,12,16989.519999999993,180
950,12,1131.28,66
1368,4,2538.749999999999,155
297,31,781.3000000000002,60
182,201,506.8000000000001,28
126,72,243.56000000000003,16
147,204,349.54999999999995,19
258,2,605.63,40
146,123,416.9,15
826,19,1860.8599999999992,114
983,27,632.97,27
190,298,821.1,21
339,23,535.9699999999999,30
1364,22,2588.1199999999994,119
200,51,311.15999999999997,17
133,326,155.93,12
156,17,388.52000000000004,19
430,94,740.9499999999997,43
1739,73,2867.2,149
332,295,332.63999999999993,26
1470,4,2347.0499999999984,126
2731,58,2580.909999999999,148
379,12,613.9499999999999,34
228,50,272.04,18
1140,50,1212.8400000000001,30
437,30,350.1600000000001,33
93,352,172.24999999999997,7
185,54,351.13000000000005,20
1532,10,1682.0800000000004,137
327,63,616.6499999999999,45
104,24,223.85000000000002,11
214,75,348.99,21
129,11,464.56999999999994,27
139,170,802.8499999999999,10
274,58,337.3399999999999,17
721,86,1230.9300000000003,59
72,295,307.4,16
205,110,608.7899999999998,23
390,264,922.0999999999997,31
324,171,361.28,27
123,170,158.85,9
70,243,71.66,7
843,24,556.7499999999999,46
516,18,839.1400000000002,49
2307,22,4912.41,47
443,80,561.57,11
44,214,90.6,5
40,361,101.99999999999999,3
2474,25,2427.3199999999974,160
321,12,728.5600000000001,36
459,177,674.4499999999998,39
1425,4,3246.091,138
2724,53,3515.6800000000003,20
141,58,378.5899999999999,30
154,125,322.96,33
491,55,1026.4200000000003,152
-23,666,-102.45,5
357,80,598.1999999999999,92
142,22,230.22,12
87,22,169.55,11
460,252,664.54,35
42,146,80.7,2
4483,17,8986.69,633
1818,4,2702.2199999999993,158
187,71,190.25000000000009,15
109,288,264.7,11
249,50,413.59,28
1725,37,2503.2299999999996,340
154,207,357.9800000000001,10
315,15,196.79,15
639,74,869.8700000000001,54
172,61,200.14000000000001,11
1132,40,1861.11,115
1170,0,2590.46,112
271,27,488.03000000000003,17
3439,0,7024.530000000005,353
430,18,320.46000000000004,13
3025,20,4098.800000000001,239
1313,214,1266.0799999999997,41
190,66,311.3,16
996,13,850.6299999999999,86
64,90,76.8,5
892,31,3409.6600000000003,125
940,40,2313.140000000001,155
867,16,1383.4899999999998,87
2231,11,3865.2600000000034,212
707,5,633.71,16
959,46,2030.33,40
877,135,529.73,47
2668,44,4582.639999999999,171
2478,10,2874.7200000000007,84
641,6,962.1899999999999,30
361,199,685.9299999999998,44
160,160,328.8,11
462,98,473.02,34
1076,78,505.18000000000006,39
378,53,917.34,20
2124,125,4328.46,162
1034,47,1398.9600000000005,68
441,1,642.8000000000001,39
192,5,631.9000000000001,22
487,226,440.0,28
345,281,584.0699999999998,31
150,63,327.7,16
62,61,104.82000000000002,6
198,145,467.65999999999997,15
1479,19,2360.0899999999997,243
5370,22,14634.639999999992,258
2008,6,2929.840000000001,152
315,23,512.02,92
739,29,1428.0200000000002,66
268,285,626.6499999999999,38
46,177,147.20000000000005,28
963,79,1554.4799999999989,93
92,182,152.2,6
1524,9,3542.1899999999996,241
94,267,141.41,21
308,27,652.8199999999993,209
535,110,1659.75,6
460,285,154.98999999999998,14
377,74,1290.0099999999998,34
274,160,375.1299999999999,88
3846,17,5639.149999999996,505
689,107,746.3600000000001,54
3741,18,15477.33999999999,215
89,20,225.35999999999993,56
215,155,260.25,4
62,214,92.46,6
216,107,725.6400000000001,10
4232,16,8124.399999999982,1128
4708,24,6147.4000000000015,291
128,267,183.59999999999997,8
5374,23,6135.379999999998,203
5593,10,10464.85,111
1350,5,1188.3199999999997,82
45,267,152.55,7
361,153,374.69999999999993,52
73,321,265.85,24
900,6,1307.4100000000026,333
128,22,139.54,14
754,20,942.2599999999998,43
81,305,122.46999999999997,46
268,41,499.41999999999996,42
310,66,1049.3700000000003,65
301,155,375.09999999999997,12
48,152,45.599999999999994,4
593,69,904.67,156
110,424,182.24999999999997,29
732,37,1018.4299999999998,181
3183,10,4435.789999999997,451
250,151,181.66999999999996,70
12593,11,50415.49,590
134,57,161.0,14
72,325,76.32000000000001,1
2061,24,4063.100000000003,217
406,13,442.8499999999999,105
16335,12,57120.90999999968,5128
104,274,147.34999999999997,21
2177,17,3092.9700000000003,252
64,138,194.9,26
6942,74,5976.79,35
938,12,1314.7300000000002,84
72,125,216.20999999999998,21
798,86,1260.3300000000002,76
1788,52,2688.48,124
380,90,594.1600000000001,35
56,24,80.19999999999999,14
2455,1,5669.65,157
457,6,688.6,11
1608,23,2774.1699999999964,173
635,23,1377.92,40
101,37,386.53,15
707,20,1382.7400000000002,72
72,144,90.0,3
-2,355,-19.9,1
2078,11,2740.3,161
1618,85,419.58000000000004,5
1640,11,2740.4300000000017,167
458,11,643.6300000000001,16
321,93,709.7099999999996,44
564,61,637.5000000000001,46
592,18,1123.86,52
258,320,483.85999999999996,67
3366,3,3580.130000000001,201
342,38,590.3399999999999,30
3850,39,4690.31,134
610,120,982.3800000000005,47
510,47,415.81999999999994,26
809,22,920.0499999999996,67
337,30,879.0300000000003,46
313,697,311.81000000000006,22
30,134,115.8,7
636,47,3148.2,12
1886,82,2949.57,245
96,50,468.4,6
16,234,157.2,3
129,35,259.43000000000006,40
496,243,658.6400000000001,26
699,76,611.0900000000001,50
465,240,1345.6200000000003,52
25,267,118.75,6
57025,0,113384.13999999985,1420
273,20,400.4300000000002,49
781,41,507.66000000000014,41
4395,20,4678.299999999991,1212
455,127,1110.52,108
142,174,289.36000000000007,25
893,64,2445.9100000000008,52
1033,71,1631.7700000000002,29
54,98,122.53999999999999,25
150,9,574.8399999999999,52
167,304,363.78999999999996,58
150,11,450.84000000000003,29
94,182,134.46,26
1461,30,3108.0600000000018,164
207,298,574.0,32
204,85,554.46,43
1505,29,1620.93,327
330,41,719.7799999999997,165
710,11,4640.769999999999,248
127,244,452.89,24
6,9,197.65,3
1145,72,2018.91,71
3919,10,4604.3099999999995,277
3657,10,4660.010000000002,263
445,270,853.3900000000001,42
5783,9,11216.74999999999,604
702,202,962.6999999999998,8
142,107,335.52,6
280,19,663.4999999999999,44
28,219,185.39999999999998,2
578,4,688.0400000000001,39
82,151,161.02999999999997,44
99,11,218.78000000000003,39
274,240,308.25999999999993,21
114,184,151.73999999999998,10
688,11,2067.1300000000006,88
759,92,1900.89,103
1232,54,2208.2999999999997,118
1152,31,1070.48,9
-244,638,-1192.2000000000003,5
748,37,1000.2299999999997,70
1354,12,1777.9200000000008,109
594,17,1839.3,59
677,10,1925.36,107
160,43,169.48000000000002,12
78,212,89.94,7
272,189,632.4,21
2190,43,3427.849999999999,194
607,178,683.17,41
583,123,975.23,61
514,111,1050.1200000000001,118
1301,29,2201.64,73
1811,27,3315.710000000002,183
590,52,1450.6,43
402,95,822.0600000000001,54
1937,43,2043.9300000000003,118
671,5,1447.5100000000007,36
963,22,775.4600000000004,159
1947,11,3093.8599999999997,80
310,81,490.86,15
38,697,161.00000000000003,9
111,327,146.85,8
986,44,2323.5000000000014,116
418,90,890.3400000000005,42
146,95,213.70000000000002,10
123,235,280.55,16
1204,92,2535.8799999999987,148
971,177,1677.4799999999998,112
804,111,1474.0600000000006,75
47,190,136.77,20
102,319,302.58,8
1200,31,1904.0500000000002,111
1674,11,2879.7000000000003,78
410,255,935.06,54
1677,52,3087.27,107
7098,10,12650.079999999996,112
68,142,120.0,5
406,51,1163.4499999999998,52
1645,18,2618.230000000001,143
66,125,319.4700000000001,19
330,110,530.18,31
461,3,1279.0899999999997,66
197,9,492.6499999999999,29
88,226,112.32000000000002,10
599,74,437.96000000000004,33
264,36,559.9700000000001,29
723,0,1019.3899999999996,75
1624,16,3957.000000000001,228
52,197,134.04,8
2668,20,3729.3400000000042,156
157,80,578.4500000000002,34
541,22,1910.0100000000004,27
4306,1,4595.809999999998,285
236,65,151.23,11
187,35,413.85,17
292,6,911.2599999999999,47
913,12,2307.4499999999994,103
2748,32,3873.2999999999984,238
1643,1,4819.329999999998,108
709,148,1046.5599999999993,61
82,39,154.7,7
861,18,1284.0599999999997,64
58021,53,50862.43999999997,1640
2013,0,2855.3499999999995,162
32,19,43.2,3
600,108,632.04,16
54,38,197.1,27
1069,32,1803.76,110
1073,52,2083.4199999999996,35
2058,1,2995.7200000000007,180
1619,29,2319.6800000000007,123
125,36,229.71000000000004,27
1012,37,1611.5899999999995,87
296,107,120.0,8
1010,22,2456.979999999999,104
255,183,508.58,24
239,39,343.11,42
2406,11,1530.749999999999,123
340,115,574.2600000000001,41
99,36,166.85,9
139,164,311.65000000000003,12
3075,18,4928.740000000004,269
252,136,462.65999999999997,28
481,23,866.3099999999998,26
52,182,351.45,19
1730,17,2539.4600000000005,163
379,17,468.26,63
1759,17,1614.9100000000008,90
329,197,554.2199999999999,34
150,36,289.91,18
58,219,134.7,6
1401,46,2166.3799999999983,130
337,22,607.7100000000002,24
477,98,889.9300000000002,71
50,333,108.97999999999999,6
605,32,1021.5800000000002,60
183,261,409.57,18
86,11,133.50000000000006,31
166,68,258.7,21
12,165,51.0,1
538,37,1078.96,47
64,127,90.6,6
210,90,163.62,9
92,454,174.4,11
266,61,666.9399999999999,38
148,44,225.77000000000012,41
363,20,882.5800000000002,58
1151,121,2128.23,118
100,23,161.20000000000002,41
1967,5,3717.349999999999,69
4410,22,9167.820000000007,533
36,320,155.00000000000003,8
34,296,100.5,4
17,359,76.55,4
194,157,257.67999999999995,75
219,263,617.05,11
292,45,348.1,46
146,53,202.6800000000001,56
1237,27,626.07,131
817,164,1247.6899999999998,59
159,10,202.11,14
54,297,142.4,7
819,75,1770.5600000000013,140
1933,11,3172.040000000002,191
702,33,999.7199999999998,62
2125,5,4592.470000000003,291
13,218,67.94999999999999,5
1689,46,3471.9100000000008,353
225,214,487.99,73
1852,4,2556.6800000000007,95
450,141,559.7,26
4505,60,4039.9799999999987,183
513,142,1426.3100000000002,26
831,109,1434.7200000000003,104
77,2,156.75,8
1412,108,2111.0799999999995,76
1616,11,2606.53,107
1158,71,1908.2499999999998,55
293,16,576.2999999999998,287
196,311,1063.0,14
784,43,761.3300000000002,45
68,363,122.7,23
2509,92,1485.1300000000003,98
2973,20,5811.559999999999,612
326,23,490.22,14
1711,26,1937.2500000000002,124
487,11,1058.0600000000002,206
333,86,385.87,30
365,5,813.11,27
2906,18,4263.64,222
120,219,265.2,3
48,18,322.08,1
2339,19,3918.9000000000005,264
228,51,363.34000000000003,17
428,47,1230.1400000000003,148
122,69,397.76,22
2070,10,2255.5099999999984,382
368,22,1372.8,12
129,304,89.06,9
59,144,-43.400000000000006,6
82,191,131.9,9
526,320,2661.24,32
588,43,2357.6800000000003,55
430,22,1545.1400000000006,59
475,120,1544.6200000000001,68
931,54,1400.8800000000003,98
933,29,1039.5800000000008,293
571,19,1163.2300000000005,70
104,10,375.35,20
757,19,907.0999999999999,258
241,4,483.25,40
389,61,662.5900000000001,109
119,11,264.44000000000005,62
49,307,119.93000000000002,22
2901,23,3047.6299999999987,977
88,311,113.64,4
760,156,1837.9199999999996,37
869,111,383.34,17
766,149,2103.059999999999,180
932,32,1965.9000000000003,246
179,171,529.62,6
405,69,1058.6200000000008,130
1006,60,2272.4000000000015,72
278,18,598.7599999999999,90
193,12,461.19000000000005,43
1160,64,1936.8400000000013,281
88,75,234.34,7
139,44,537.71,30
428,69,799.8199999999997,47
132,258,215.7,19
719,20,1307.8100000000002,11
117,254,316.24999999999994,18
143,12,279.05,13
489,165,636.5100000000001,30
1646,19,2068.150000000001,144
95,150,129.20000000000002,10
210,51,321.91999999999996,14
71,333,165.75000000000003,47
734,27,1183.5800000000002,145
793,52,1047.4300000000003,49
299,208,463.38000000000005,30
139,176,340.93,17
1279,17,2362.8400000000006,123
92,26,139.56,7
62,51,123.79999999999998,6
159,342,538.8100000000001,19
233,38,457.4699999999999,31
1098,43,1957.3200000000004,193
501,27,815.32,194
117,1,356.85,7
119,95,190.30999999999997,12
1483,20,2351.02,631
2004,11,3543.2600000000016,164
308,48,673.2599999999995,107
2743,18,5818.699999999986,803
730,18,2012.1700000000012,316
588,24,1368.1799999999994,98
131,22,276.41999999999996,57
772,12,1267.41,71
122,218,275.28,23
355,101,438.49,18
589,9,1055.35,73
1134,18,2102.0899999999997,101
91,142,330.45,18
278,183,174.37,16
146,120,270.6,4
525,25,974.54,17
251,109,241.09000000000003,12
676,72,1867.6800000000007,203
2662,20,4221.369999999997,298
2049,0,7711.379999999953,1011
278,302,364.22,18
348,61,620.0399999999998,229
1410,26,2925.910000000001,216
284,237,932.8499999999997,64
2777,25,1812.6200000000006,65
1925,2,4075.349999999999,558
1825,30,2841.0900000000047,333
40,260,171.8,19
120,58,355.5600000000001,10
155,183,388.2499999999999,19
428,16,537.48,32
421,10,996.26,76
647,0,1461.6499999999999,111
19,157,103.25000000000001,5
600,29,2916.1700000000005,107
1543,25,2024.4500000000005,114
1287,41,2487.0200000000023,417
2658,13,3986.739999999999,367
256,3,652.8,4
136,342,289.2399999999999,56
394,11,765.6200000000001,48
106,19,186.23000000000002,10
91,33,165.07000000000005,58
493,20,859.27,113
1478,11,2381.040000000002,216
130,58,324.14000000000004,21
1223,17,2174.1800000000007,76
1014,76,1080.7600000000004,69
1670,12,4709.22,446
1532,114,3073.7700000000023,129
800,111,1432.0,4
410,57,1524.4600000000005,34
79,120,227.39,12
95,251,218.05999999999992,29
1425,41,2803.690000000001,273
538,35,1603.7200000000014,241
12,665,35.400000000000006,1
353,13,859.7100000000011,123
240,181,168.63,24
217,17,138.6,17
73,41,114.11,6
792,145,1052.5500000000004,330
379,94,1029.2599999999995,101
91,51,157.05,29
236,129,134.15999999999997,27
759,9,1598.2400000000007,384
5,638,39.75,3
1297,16,1447.140000000001,197
415,57,570.4599999999998,164
332,22,617.9900000000001,152
185,301,379.82999999999987,53
978,20,1740.6000000000001,102
577,12,883.1500000000002,55
189,45,221.97000000000003,50
125,161,393.3299999999999,25
168,11,213.96000000000004,7
400,68,660.0,2
5978,5,11713.850000000064,2782
7998,16,11341.100000000002,114
437,59,1785.1499999999999,20
7026,73,601.5600000000001,4
104,36,406.08000000000004,3
261,10,538.59,17
145,128,379.50999999999993,22
188,205,393.28000000000003,30
987,90,1765.76,96
146,126,320.58,21
417,43,869.3499999999999,135
162,30,225.84999999999997,13
330,157,848.48,57
1387,24,2757.0699999999997,126
-5,342,-21.849999999999998,5
272,36,671.96,24
376,48,939.2100000000002,153
622,51,1006.9799999999998,41
96,263,114.55999999999999,8
96,267,344.9000000000001,20
241,269,609.8500000000001,28
166,51,443.6,16
1428,32,2952.3400000000024,175
829,16,2042.149999999999,113
90,22,110.46,7
76,0,96.12,2
755,171,668.6100000000001,34
252,10,780.4599999999999,29
381,98,597.09,30
196719,2,279489.0199999999,2085
95,202,243.21999999999994,30
1018,35,1417.2899999999997,199
344,5,654.5999999999998,102
53,78,114.18000000000002,29
950,10,1947.5499999999997,237
1088,23,1930.15,50
120,170,291.04999999999984,80
465,18,838.2700000000001,127
47,118,247.14999999999998,29
1183,79,2456.5300000000007,259
228,87,285.73999999999995,30
35,27,107.95,4
602,29,771.1700000000003,168
466,20,637.89,99
500,31,1258.3800000000003,117
161,25,195.24999999999997,14
5382,11,9231.200000000004,576
775,6,1269.9900000000002,170
337,251,411.5300000000001,132
454,162,765.55,61
1004,10,1736.3999999999994,74
341,17,604.7499999999999,102
2498,38,2543.24,44
-1,638,-2.55,1
12474,26,26932.339999999997,320
76,5,498.95,7
80,202,52.0,2
853,26,1236.2800000000013,421
470,107,628.3799999999999,15
3222,0,5107.379999999999,359
76,209,112.80000000000001,13
163,33,358.61,54
707,35,2114.3299999999995,71
255,138,582.0500000000001,69
34,265,172.9,8
1626,2,2070.97,133
181,219,188.60999999999996,22
615,16,1250.7600000000014,210
77,96,109.12999999999998,8
1342,152,2235.2999999999997,115
909,11,2486.219999999999,350
1444,19,3250.639999999998,348
183,15,318.1699999999999,22
1082,4,1546.9099999999999,415
100,199,179.0,1
615,125,1096.6699999999998,29
2482,16,4911.140000000007,197
378,15,606.1300000000002,139
966,11,2838.199999999997,359
315,60,917.07,25
1613,10,2664.2599999999998,341
229,25,160.19,10
521,9,867.3800000000001,71
604,43,329.6799999999999,55
1031,11,1592.1800000000007,238
219,31,663.8100000000003,37
120,148,187.91999999999996,29
695,11,1158.3,278
593,25,718.08,52
62,68,268.58,10
197,697,313.48999999999995,71
1132,108,2005.0600000000063,501
256,35,380.0199999999999,45
1402,1,2686.3399999999997,149
3725,10,9451.539999999997,216
2160,12,5807.69,205
345,181,1164.55,17
576,5,1289.9399999999998,56
3817,20,3899.1000000000004,61
729,197,1423.2099999999991,93
841,12,1400.3400000000004,59
625,17,1088.53,28
1020,113,1167.16,70
82,189,294.3,19
1192,9,1311.7899999999997,92
260,44,389.63999999999993,5
211,88,563.15,30
486,45,638.0500000000001,41
2217,10,4965.379999999999,237
416,15,738.9599999999998,38
160,76,420.5,19
419,145,1484.0599999999995,71
569,113,1625.9699999999993,102
28,295,53.8,7
118,0,255.90000000000003,11
341,264,300.52,21
175,44,250.55,7
135,59,254.10999999999996,39
1323,66,2423.07,137
34,18,139.50000000000003,6
7406,78,10641.600000000006,1094
490,233,876.4199999999997,52
82,113,139.26,9
1174,0,1011.9,60
2688,52,2195.5799999999995,134
-9,212,-17.45,3
306,246,730.8599999999999,35
84,251,386.1499999999999,41
310,55,447.67999999999995,27
114,320,200.10000000000002,6
237,27,289.99,15
84,11,77.4,3
421,27,679.4399999999998,30
116,29,197.64000000000001,6
699,2,745.0600000000001,46
88,22,214.14000000000001,15
669,10,1272.11,82
17,167,131.45,6
5942,23,7839.5099999999775,1165
150,53,173.74,12
146,52,157.7,13
3634,30,4236.339999999998,392
175,91,193.1399999999999,59
370,98,845.5500000000002,44
121,332,353.2699999999999,12
115,16,554.65,47
330,76,193.39000000000004,11
2054,40,2175.369999999998,256
1016,41,2087.879999999999,255
67,577,155.42999999999998,30
744,274,778.5,53
5,198,271.85,4
655,160,1110.3399999999997,63
324,74,657.8,48
109,183,272.06999999999994,13
253,22,507.2900000000001,29
20,485,48.800000000000004,2
88,4,321.4299999999999,70
525,11,1127.7100000000003,29
991,16,2226.9099999999985,121
2172,162,2139.76,17
414,60,644.65,45
169,54,197.13,40
731,0,1698.3500000000001,70
45,11,102.44999999999999,6
1430,31,1641.2000000000012,110
31,268,62.85,4
1778,30,3295.7599999999993,138
1146,44,2456.7999999999997,158
1833,6,3189.8099999999995,130
120,149,309.4,13
5656,2,7904.279999999997,392
285,342,278.15000000000003,22
325,24,511.34999999999985,28
1747,0,2836.6899999999982,143
81,5,463.04999999999995,10
1822,68,2749.8900000000003,131
267,2,645.6500000000001,20
714,57,1311.3800000000006,66
455,30,1165.6499999999996,61
669,13,1352.0399999999993,59
230,20,168.62000000000003,12
117,53,125.79000000000002,6
772,26,841.2000000000002,48
132,60,266.76,11
108,301,52.2,4
6569,11,14197.450000000008,103
327,157,701.3300000000002,37
1399,22,2939.640000000002,147
549,104,721.95,72
119,262,327.24999999999994,13
185,179,522.3799999999997,98
168,211,519.68,28
554,10,1448.7200000000003,50
802,4,1485.5400000000006,124
373,78,706.1900000000002,47
316,20,255.4,17
158,27,589.7,11
789,5,756.6400000000001,54
724,132,765.3199999999999,15
160,340,364.80000000000007,18
1100,80,1862.0,6
184,208,369.2,20
90,162,135.9,10
51,254,125.65,7
505,148,554.38,33
799,10,1237.8500000000004,73
265,86,655.7499999999999,23
4823,41,11020.260000000007,506
279,205,468.77,43
468,1,1366.38,55
1008,24,1228.3199999999995,119
659,1,1414.9900000000005,98
209,22,314.11000000000007,24
1491,22,2744.4800000000005,364
1985,26,1025.4399999999998,69
274,125,599.9000000000001,18
1686,24,3478.8499999999976,168
132,75,277.79999999999995,9
221,26,389.86000000000007,35
77180,0,132572.6199999998,5903
970,17,841.5199999999998,28
1743,37,1227.4300000000005,87
105,86,258.83000000000004,13
1132,71,1264.8399999999997,79
675,116,1610.1499999999996,45
509,35,977.77,57
953,90,1316.0700000000004,78
418,51,749.0999999999998,44
64,128,310.05,10
136,151,223.88,11
1166,68,2372.860000000001,128
416,23,964.6800000000002,42
80,454,363.53,17
1041,73,1888.8400000000006,88
935,298,1784.7099999999998,10
4083,10,8117.42,366
483,57,1617.63,35
2801,60,5842.950000000003,172
22,15,100.9,3
179,73,290.82000000000005,14
661,24,1066.5699999999995,64
135,20,361.25,20
311,80,311.69000000000005,20
3295,1,7912.79,149
225,26,289.82,55
127,13,336.16999999999985,85
34,253,58.49000000000001,12
129,128,499.6799999999999,42
491,30,684.9699999999999,61
221,172,221.26999999999992,27
3692,6,7006.580000000002,317
44,271,126.70000000000002,5
1176,10,1487.8000000000013,198
143,189,206.21,13
365,245,598.9999999999999,83
187,15,191.3199999999999,38
140,50,463.8,6
127,90,147.59,37
250,138,1592.06,34
644,44,1116.5699999999993,160
28,277,114.77000000000002,18
369,108,1314.45,32
44,302,114.39,21
380,58,279.94,11
230,58,765.8599999999997,73
525,73,1931.4200000000028,216
97,159,102.11999999999998,8
60,4,213.26999999999998,41
260,199,296.7499999999999,87
128,16,326.4,4
141,5,334.54,40
103,251,233.23000000000005,61
1102,1,540.98,27
270,6,429.8699999999999,75
218,48,490.52,77
862,116,1641.7599999999998,115
630,148,1246.3199999999995,158
4204,16,6180.489999999992,1160
302,52,502.08999999999975,144
69,278,156.91000000000003,12
642,13,1261.7799999999997,182
184,243,308.94000000000005,20
231,54,423.0399999999996,128
151,43,260.16999999999996,35
76,173,170.04,20
63,182,125.58000000000003,20
188,220,456.26,32
159,267,265.9999999999999,70
829,27,1872.2800000000025,479
543,12,905.0399999999995,135
2863,40,6763.15999999999,563
920,10,1661.3300000000006,155
189,182,377.01,72
285,81,469.0,61
563,90,1051.9499999999996,37
459,43,627.13,48
372,72,518.28,7
401,89,668.14,111
2668,257,4464.0999999999985,55
1692,26,2571.020000000001,513
2411,16,4277.659999999998,400
245,31,252.72999999999996,27
327,73,465.55,127
187,0,665.5899999999997,133
9191,10,19786.43999999997,1508
104,171,180.35000000000002,67
30,200,135.93,5
300,121,537.0,3
2786,6,7629.3799999999965,461
106,33,633.66,13
3307,10,5064.01,207
222,270,343.62,22
183,117,380.5699999999998,98
63,37,121.17000000000002,3
1184,26,1727.1700000000005,80
1011,3,1391.6100000000001,143
82,320,215.78,30
986,186,697.79,71
198,13,302.09999999999997,114
668,98,1489.5,25
1069,26,2124.9900000000025,276
602,41,1325.8200000000006,239
263,10,303.0899999999999,121
28590,5,54228.74000000002,410
763,72,987.8599999999999,57
56,66,370.79999999999995,5
1355,165,3135.9800000000005,158
279,54,760.5899999999999,53
954,79,1744.7600000000004,82
364,47,553.3599999999998,104
520,180,1109.5300000000007,70
36,666,106.2,1
269,98,982.0699999999997,26
277,10,612.4300000000001,76
455,106,748.8700000000002,42
447,78,773.0300000000002,27
571,173,880.8500000000004,49
5069,12,9623.350000000022,451
388,35,893.66,48
188,23,487.34999999999985,35
38,257,88.19999999999999,5
470,282,306.94,15
457,22,1140.27,60
1359,11,2420.8400000000024,145
208,252,381.32000000000005,23
343,54,476.96,31
135,127,457.80999999999995,26
3733,19,4410.139999999998,112
1077,104,1364.6999999999996,49
120,43,219.39,11
170,212,248.07999999999996,25
60,65,649.5,5
343,85,410.48,23
58,70,635.1,6
239,191,310.03,9
329,87,703.3599999999998,35
635,167,1002.54,71
1211,19,2298.930000000001,101
1144,5,1407.7300000000002,102
162,39,247.65999999999997,20
497,65,1291.75,61
127,128,463.75,31
240,24,970.2499999999999,40
710,60,1567.4799999999998,84
2362,10,3439.4100000000008,101
3096,38,2760.5599999999977,197
157,19,340.11000000000007,21
648,18,1352.7500000000002,45
1947,15,1550.13,80
1440,135,244.8,1
88,128,266.4,14
292,134,343.8199999999999,22
199,51,457.71999999999997,28
788,86,1612.1299999999994,87
1195,207,2199.309999999999,106
233,23,184.19,15
5991,26,11117.050000000001,140
251,214,406.53000000000003,16
1326,61,1419.5400000000009,111
1794,51,3447.4,84
197,170,330.11,22
679,19,977.9300000000002,52
680,38,982.4199999999998,29
887,15,1387.99,73
41,234,127.14999999999998,10
775,0,1282.4500000000005,69
208,162,178.96000000000006,13
1567,53,2350.0000000000005,81
365,47,498.74,26
150,226,259.45,14
3026,0,6530.040000000007,218
756,44,1194.7300000000005,67
1459,165,1313.6600000000008,95
363,219,608.65,29
187,11,301.28999999999996,20
128,134,520.8,23
3633,18,5303.969999999995,344
2694,10,4684.240000000001,278
198,121,329.25,22
97,75,240.26999999999992,92
597,119,961.4899999999999,55
2242,124,1869.500000000001,133
198,46,401.4000000000001,7
11394,19,18573.68000000001,720
84,358,158.16000000000003,4
186,19,304.4699999999999,29
360,209,843.0499999999997,103
160,697,487.75,27
67,321,162.99999999999997,41
52,26,106.56,5
190,9,1034.5,7
1611,71,1624.0499999999997,110
145,323,135.75,11
454,72,224.14000000000007,23
30,261,40.5,3
1907,19,2186.2000000000003,95
36,516,87.5,6
542,176,680.2799999999999,18
253,125,622.8499999999999,29
223,60,406.76,63
666,71,310.62000000000006,21
215,15,411.40999999999997,19
1869,16,4670.080000000001,93
6035,6,15802.140000000009,232
918,2,1044.3200000000004,51
144,61,499.32,19
5648,4,7521.169999999997,326
1404,151,3861.0,1
453,9,656.4399999999998,36
120,123,193.64,10
396,30,1268.6999999999998,13
962,63,927.8400000000003,97
1753,26,1827.7999999999984,142
258,358,316.58000000000004,9
377,85,648.8299999999998,38
162,11,420.29999999999995,9
314,30,867.62,43
228,226,331.18,20
240,61,894.41,52
